,Candidat,Circ,Departement,Parti,Score
1727,Robert Trinquier,3.0,-circonscription-herault,Front de gauche,"6,41%"
1728,Marie-Noëlle Sibieude,3.0,-circonscription-herault,EELV,"4,46%"
1729,Aurélie Armand,3.0,-circonscription-herault,Le centre pour la France,"2,18%"
1730,Patrice Silvestre,3.0,-circonscription-herault,Alliance écologiste indépendante,"1,21%"
1731,Grégory Lamotte,3.0,-circonscription-herault,Cap21,"1,17%"
1732,Thomas Balenghien,3.0,-circonscription-herault,NPA,"0,51%"
1733,Guy Gimenes,3.0,-circonscription-herault,"
									Mouvement anti-radar									","0,26%"
1734,Florence Larue,3.0,-circonscription-herault,Lutte ouvrière,"0,25%"
1735,André Grangeon,3.0,-circonscription-herault,La ligue du midi,"0,25%"
1736,Cécile Jacot,3.0,-circonscription-herault,Parti radical de gauche,"0,00%"
1737,Frédéric Roig,4.0,-circonscription-herault,Parti socialiste,"31,82%"
1738,Robert Lecou,4.0,-circonscription-herault,UMP,"25,39%"
1739,Christian Clausier,4.0,-circonscription-herault,Rassemblement bleu Marine,"17,06%"
1740,Yvan Garcia,4.0,-circonscription-herault,Front de gauche,"8,16%"
1741,Nadja Flank,4.0,-circonscription-herault,EELV,"4,63%"
1742,Yves Pietrasanta,4.0,-circonscription-herault,Génération écologie,"4,08%"
1743,Pierre Guiraud,4.0,-circonscription-herault,Sans étiquette,"3,96%"
1744,Hadj Madani,4.0,-circonscription-herault,Le centre pour la France,"1,55%"
1745,Jean-Claude Martinez,4.0,-circonscription-herault,Divers droite,"0,86%"
1746,Anne Andrieux,4.0,-circonscription-herault,Debout la République,"0,61%"
1747,Bertrand Duculty,4.0,-circonscription-herault,Alliance écologiste indépendante,"0,51%"
1748,Philippe Brun,4.0,-circonscription-herault,Parti chrétien démocrate,"0,42%"
1749,Valérie Cabanne,4.0,-circonscription-herault,NPA,"0,38%"
1750,Maria-Antonieta Araya,4.0,-circonscription-herault,Lutte ouvrière,"0,22%"
1751,Marie-José Metzger,4.0,-circonscription-herault,La ligue du midi,"0,20%"
1752,Ernest Comunale,4.0,-circonscription-herault,Cap21,"0,16%"
1753,Kléber Mesquida,5.0,-circonscription-herault,Parti socialiste,"40,98%"
1754,Constance Calandri,5.0,-circonscription-herault,Rassemblement bleu Marine,"22,44%"
1755,Catherine Cecchi,5.0,-circonscription-herault,Nouveau centre,"16,80%"
1756,Myriam Hubert,5.0,-circonscription-herault,Front de gauche,"10,42%"
1757,Michèle Comps,5.0,-circonscription-herault,EELV,"3,98%"
1758,Caroline Larmée,5.0,-circonscription-herault,Le Centre pour la France,"1,51%"
1759,Grégoire Annet,5.0,-circonscription-herault,Debout la République,"1,10%"
1760,Jean-Yves Gavaland,5.0,-circonscription-herault,Alliance écologiste indépendante,"0,80%"
1761,Claude Trouvé,5.0,-circonscription-herault,MPF,"0,61%"
1762,Morgane Lachiver,5.0,-circonscription-herault,Lutte ouvrière,"0,55%"
1763,Maryse Launais,5.0,-circonscription-herault,Parti ouvrier indépendant,"0,53%"
1764,Carole Neri,5.0,-circonscription-herault,"
									Mouvement anti-radar									","0,28%"
1765,Elie Aboud,6.0,-circonscription-herault,UMP,"33,62%"
1766,Dolores Roque,6.0,-circonscription-herault,Parti socialiste,"29,04%"
1767,Guillaume Vouzellaud,6.0,-circonscription-herault,Rassemblement bleu Marine,"22,54%"
1768,Paul Barbazange,6.0,-circonscription-herault,Front de gauche,"6,26%"
1769,Antonio Fulleda,6.0,-circonscription-herault,Divers gauche,"2,41%"
1770,André Troise,6.0,-circonscription-herault,"
									Front de droite									","1,36%"
1771,François Perniola,6.0,-circonscription-herault,Le Centre pour la France,"1,19%"
1772,Florence Brutus,6.0,-circonscription-herault,Parti radical de gauche,"1,18%"
1773,Magali Manus,6.0,-circonscription-herault,MEI,"0,57%"
1774,Philippe Nas,6.0,-circonscription-herault,Alliance écologiste indépendante,"0,49%"
1775,Denis Cantournet,6.0,-circonscription-herault,Partit occitan,"0,49%"
1776,Nicole Lescure,6.0,-circonscription-herault,Alliance centriste,"0,32%"
1777,Laurent Gilhodes,6.0,-circonscription-herault,Lutte ouvrière,"0,31%"
1778,Natacha Davot,6.0,-circonscription-herault,La ligue du Midi,"0,22%"
1779,Didier Ribo,6.0,-circonscription-herault,"
									Appel de Béziers									","0,00%"
1780,Gilles d'Ettore,7.0,-circonscription-herault,UMP,"32,50%"
1781,Sébastien Denaja,7.0,-circonscription-herault,Parti socialiste,"31,35%"
1782,France Jamet,7.0,-circonscription-herault,Rassemblement bleu Marine,"22,05%"
1783,Sébastien Andral,7.0,-circonscription-herault,Front de gauche,"9,39%"
1784,Adeline Berard,7.0,-circonscription-herault,Alliance écologiste indépendante,"1,17%"
1785,Michel Colas,7.0,-circonscription-herault,Debout la République,"0,74%"
1786,Marie Pince,7.0,-circonscription-herault,Partit occitan,"0,74%"
1787,Serge Jene,7.0,-circonscription-herault,Alliance centriste,"0,70%"
1788,Olivier Goudou,7.0,-circonscription-herault,Cap21,"0,48%"
1789,Brigitte Moulin,7.0,-circonscription-herault,Lutte ouvrière,"0,46%"
1790,Carmelo Martelli,7.0,-circonscription-herault,Solidarité & Progrès,"0,24%"
1791,Valérie Paringaux,7.0,-circonscription-herault,"
									Mouvement anti-radar									","0,18%"
1792,Christian Assaf,8.0,-circonscription-herault,Parti socialiste,"36,08%"
1793,Arnaud Julien,8.0,-circonscription-herault,UMP,"26,46%"
1794,Alexandra Poucet,8.0,-circonscription-herault,Rassemblement bleu Marine,"20,74%"
1795,Michel Passet,8.0,-circonscription-herault,Front de gauche,"7,76%"
1796,François Baraize,8.0,-circonscription-herault,EELV,"4,21%"
1797,Philippe Thinès,8.0,-circonscription-herault,Parti radical de gauche,"1,32%"
1798,Dominique Siccardi,8.0,-circonscription-herault,Alliance écologiste indépendante,"0,98%"
1799,Anne Arnaudon,8.0,-circonscription-herault,Debout la République,"0,61%"
1800,Sophie Biétrix,8.0,-circonscription-herault,NPA,"0,53%"
1801,Fabrice Tavera,8.0,-circonscription-herault,Parti pirate,"0,50%"
1802,Didier Michel,8.0,-circonscription-herault,Lutte ouvrière,"0,37%"
1803,Philippe Rosengarten,8.0,-circonscription-herault,"
									Mouvement anti-radar									","0,25%"
1804,Sylvain Péréa,8.0,-circonscription-herault,Solidarité & Progrès,"0,18%"
1805,Patrick Vignal,9.0,-circonscription-herault,Parti socialiste,"34,75%"
1806,Stéphan Rossignol,9.0,-circonscription-herault,UMP,"28,89%"
1807,Joseph Castano,9.0,-circonscription-herault,Rassemblement bleu Marine,"19,95%"
1808,Annie-Claude Ottan,9.0,-circonscription-herault,Front de gauche,"5,85%"
1809,Jean-Luc Meissonnier,9.0,-circonscription-herault,Divers droite,"3,32%"
1810,Michel de Lagausie,9.0,-circonscription-herault,EELV,"3,19%"
1811,Jean-Louis Pelletier,9.0,-circonscription-herault,Sans étiquette,"0,94%"
1812,Patricia Marra,9.0,-circonscription-herault,Alliance écologiste indépendante,"0,87%"
1813,Paule-Emma Aline,9.0,-circonscription-herault,Debout la République,"0,61%"
1814,Agnès Dehaye,9.0,-circonscription-herault,Cap21,"0,55%"
1815,Agnès Olinet,9.0,-circonscription-herault,Lutte ouvrière,"0,43%"
1816,Waldeck Moreau,9.0,-circonscription-herault,MPEP,"0,23%"
1817,Ivan Marty,9.0,-circonscription-herault,"
									Mouvement anti-radar									","0,21%"
1818,Gérard Beurive,9.0,-circonscription-herault,"
									Nouveau Tiers Etat									","0,18%"
1819,Bruno Martin-Vallas,9.0,-circonscription-herault,Sans étiquette,"0,04%"
1820,Marie-Anne Chapdelaine,1.0,-circonscription-ille-et-vilaine,Parti socialiste,"35,13%"
1821,Grégoire Le Blond,1.0,-circonscription-ille-et-vilaine,Alliance centriste,"20,72%"
1822,Jean-Michel Boucheron,1.0,-circonscription-ille-et-vilaine,Divers gauche,"17,74%"
1823,Geneviève Quillet,1.0,-circonscription-ille-et-vilaine,Rassemblement bleu Marine,"7,59%"
1824,Solène Raude,1.0,-circonscription-ille-et-vilaine,EELV,"7,19%"
1825,Eric Berroche,1.0,-circonscription-ille-et-vilaine,Front de gauche,"3,99%"
1826,Karin Leroux,1.0,-circonscription-ille-et-vilaine,Nouveau centre,"2,26%"
1827,Etch Kalala,1.0,-circonscription-ille-et-vilaine,"
									Génération solidaire									","1,31%"
1828,Sigrid Belin,1.0,-circonscription-ille-et-vilaine,Le Trèfle,"0,95%"
1829,Laurence Dubois,1.0,-circonscription-ille-et-vilaine,Parti radical valoisien,"0,85%"
1830,Léa Soulard,1.0,-circonscription-ille-et-vilaine,NPA,"0,85%"
1831,Christophe Daniou,1.0,-circonscription-ille-et-vilaine,Jeune Bretagne,"0,60%"
1832,Valérie Hamon,1.0,-circonscription-ille-et-vilaine,Lutte ouvrière,"0,52%"
1833,Alexandre Noury,1.0,-circonscription-ille-et-vilaine,Solidarité & Progrès,"0,27%"
1834,Nathalie Apperé,2.0,-circonscription-ille-et-vilaine,Parti socialiste,"48,10%"
1835,Bertrand Plouvier,2.0,-circonscription-ille-et-vilaine,UMP,"30,46%"
1836,Gilles Nicolas,2.0,-circonscription-ille-et-vilaine,EELV,"8,27%"
1837,Françoise Rubion,2.0,-circonscription-ille-et-vilaine,Front de gauche,"5,84%"
1838,Pascal Crambert,2.0,-circonscription-ille-et-vilaine,Rassemblement bleu Marine,"5,40%"
1839,Simon Danjou,2.0,-circonscription-ille-et-vilaine,Jeune Bretagne,"0,73%"
1840,Florence Defrance,2.0,-circonscription-ille-et-vilaine,Lutte ouvrière,"0,61%"
1841,Claude Duc-Maugé,2.0,-circonscription-ille-et-vilaine,NPA,"0,59%"
1842,François André,3.0,-circonscription-ille-et-vilaine,Parti socialiste,"45,24%"
1843,Philippe Rouault,3.0,-circonscription-ille-et-vilaine,UMP,"32,79%"
1844,Nidia Boudier,3.0,-circonscription-ille-et-vilaine,Rassemblement bleu Marine,"8,07%"
1845,Yves Sauvage,3.0,-circonscription-ille-et-vilaine,EELV,"5,35%"
1846,Yannick Nadesan,3.0,-circonscription-ille-et-vilaine,Front de gauche,"4,51%"
1847,Gaylord Odic,3.0,-circonscription-ille-et-vilaine,Debout la République,"1,42%"
1848,Valérie Coussinet,3.0,-circonscription-ille-et-vilaine,UDB,"0,91%"
1849,Benoit Guillet,3.0,-circonscription-ille-et-vilaine,Lutte ouvrière,"0,60%"
1850,Pia-Valentine Bailleul,3.0,-circonscription-ille-et-vilaine,NPA,"0,47%"
1851,Pierre Priet,3.0,-circonscription-ille-et-vilaine,Parti ouvrier indépendant,"0,36%"
1852,Gurwal Le Bris,3.0,-circonscription-ille-et-vilaine,Solidarité & Progrès,"0,28%"
1853,Gilles Helgen,3.0,-circonscription-ille-et-vilaine,Rassemblement d,"0,00%"
1854,Jean-René Marsac,4.0,-circonscription-ille-et-vilaine,Parti socialiste,"47,69%"
1855,Dominique Julaud,4.0,-circonscription-ille-et-vilaine,Alliance centriste,"23,97%"
1856,Christian Ressort,4.0,-circonscription-ille-et-vilaine,Rassemblement bleu Marine,"13,18%"
1857,Michèle Gillet,4.0,-circonscription-ille-et-vilaine,Front de gauche,"5,05%"
1858,Eloïse Cordier,4.0,-circonscription-ille-et-vilaine,Breizhistance,"4,46%"
1859,Véronique Wester-Ouisse,4.0,-circonscription-ille-et-vilaine,Debout la République,"3,93%"
1860,Gwennola Ermel,4.0,-circonscription-ille-et-vilaine,NPA,"0,92%"
1861,Sandra Chirazi,4.0,-circonscription-ille-et-vilaine,Lutte ouvrière,"0,80%"
1862,Isabelle Le Callennec,5.0,-circonscription-ille-et-vilaine,UMP,"43,33%"
1863,Anne-Laure Loray,5.0,-circonscription-ille-et-vilaine,Parti socialiste,"33,84%"
1864,Nadège André,5.0,-circonscription-ille-et-vilaine,Rassemblement bleu Marine,"7,29%"
1865,Gaëlle Rougier,5.0,-circonscription-ille-et-vilaine,EELV,"4,63%"
1866,Jean-Marc Lecerf,5.0,-circonscription-ille-et-vilaine,Le Centre pour la France,"4,42%"
1867,Joëlle Couillandre,5.0,-circonscription-ille-et-vilaine,Front de gauche,"2,93%"
1868,Teddy Regnier,5.0,-circonscription-ille-et-vilaine,Parti radical valoisien,"1,76%"
1869,Michelle Le Tennier,5.0,-circonscription-ille-et-vilaine,Debout la République,"0,95%"
1870,Françoise Hamard,5.0,-circonscription-ille-et-vilaine,Lutte ouvrière,"0,86%"
1871,Thierry Benoit,6.0,-circonscription-ille-et-vilaine,Alliance centriste,"40,33%"
1872,Louis Feuvrier,6.0,-circonscription-ille-et-vilaine,Divers gauche,"30,97%"
1873,Agathe Remoué,6.0,-circonscription-ille-et-vilaine,EELV,"13,23%"
1874,Elisabeth Drouin,6.0,-circonscription-ille-et-vilaine,Rassemblement bleu Marine,"9,05%"
1875,Jean-François Garnier,6.0,-circonscription-ille-et-vilaine,Front de gauche,"3,46%"
1876,Françoise Dubu,6.0,-circonscription-ille-et-vilaine,NPA,"1,12%"
1877,Thierry Derollez,6.0,-circonscription-ille-et-vilaine,Debout la République,"1,04%"
1878,Ludovic Hubert,6.0,-circonscription-ille-et-vilaine,Lutte ouvrière,"0,62%"
1879,Jacques Dehergne,6.0,-circonscription-ille-et-vilaine,Sans étiquette,"0,18%"
1880,Isabelle Thomas,7.0,-circonscription-ille-et-vilaine,Parti socialiste,"31,33%"
1881,Gilles Lurton,7.0,-circonscription-ille-et-vilaine,Divers droite,"21,17%"
1882,Nicolas Belloir,7.0,-circonscription-ille-et-vilaine,UMP,"17,95%"
1883,Michel Penhouet,7.0,-circonscription-ille-et-vilaine,Parti radical de gauche,"7,65%"
1884,Pascal Clément,7.0,-circonscription-ille-et-vilaine,Rassemblement bleu Marine,"7,53%"
1885,Jean-Francis Richeux,7.0,-circonscription-ille-et-vilaine,Alliance centriste,"6,65%"
1886,Carole Le Béchec,7.0,-circonscription-ille-et-vilaine,EELV,"2,98%"
1887,Solenn Hallou,7.0,-circonscription-ille-et-vilaine,Front de gauche,"2,76%"
1888,Pierre Chapa,7.0,-circonscription-ille-et-vilaine,NPA,"0,67%"
1889,Serge Monrocq,7.0,-circonscription-ille-et-vilaine,Alliance écologiste indépendante,"0,57%"
1890,Emeline Berhault,7.0,-circonscription-ille-et-vilaine,Jeune Bretagne,"0,44%"
1891,Edouard Descottes,7.0,-circonscription-ille-et-vilaine,Lutte ouvrière,"0,30%"
1892,Marcel Rogemont,8.0,-circonscription-ille-et-vilaine,Parti socialiste,"47,85%"
1893,Bruno Chavanat,8.0,-circonscription-ille-et-vilaine,Divers droite,"25,87%"
1894,Matthieu Theurier,8.0,-circonscription-ille-et-vilaine,EELV,"9,70%"
1895,Denis Kermen,8.0,-circonscription-ille-et-vilaine,Front de gauche,"5,96%"
1896,Cédric Abdilla,8.0,-circonscription-ille-et-vilaine,Rassemblement bleu Marine,"5,60%"
1897,Marie-Noëlle Convert,8.0,-circonscription-ille-et-vilaine,CNIP,"1,05%"
1898,Thomas Vetel,8.0,-circonscription-ille-et-vilaine,Le Trèfle,"1,00%"
1899,Benoît Evellin,8.0,-circonscription-ille-et-vilaine,Parti pirate,"0,81%"
1900,Jean-Patrick Muller,8.0,-circonscription-ille-et-vilaine,NPA,"0,69%"
1901,Fabrice Lucas,8.0,-circonscription-ille-et-vilaine,Lutte ouvrière,"0,46%"
1902,Félix Henry,8.0,-circonscription-ille-et-vilaine,"
									La Bouffée									","0,33%"
1903,Lilian Renault,8.0,-circonscription-ille-et-vilaine,Solidarité & Progrès,"0,32%"
1904,Gérard Monnier,8.0,-circonscription-ille-et-vilaine,Parti ouvrier indépendant,"0,30%"
1905,Céline Lechevalier,8.0,-circonscription-ille-et-vilaine,Parti des objecteurs de croissance,"0,07%"
1906,Jean-Paul Chanteguet,1.0,-circonscription-indre,Parti socialiste,"46,95%"
1907,François Jolivet,1.0,-circonscription-indre,UMP,"30,20%"
1908,Virginie Sully,1.0,-circonscription-indre,Rassemblement bleu Marine,"13,12%"
1909,Liliane Blanc,1.0,-circonscription-indre,Front de gauche,"3,94%"
1910,Caroline Gauthier,1.0,-circonscription-indre,EELV,"1,97%"
1911,Stève Soria,1.0,-circonscription-indre,Le Centre pour la France,"1,52%"
1912,Patrick Bouyat,1.0,-circonscription-indre,Le Trèfle,"0,65%"
1913,Aline Pornet,1.0,-circonscription-indre,Communistes,"0,45%"
1914,Isabelle Lévêque,1.0,-circonscription-indre,Parti radical valoisien,"0,44%"
1915,Elisabeth Milon,1.0,-circonscription-indre,Lutte ouvrière,"0,39%"
1916,Véronique Logie,1.0,-circonscription-indre,NPA,"0,36%"
1917,Isabelle Bruneau,2.0,-circonscription-indre,Parti socialiste,"40,12%"
1918,Nicolas Forissier,2.0,-circonscription-indre,UMP,"34,46%"
1919,Matthieu Colombier,2.0,-circonscription-indre,Rassemblement bleu Marine,"12,17%"
1920,Jacques Pallas,2.0,-circonscription-indre,Front de gauche,"5,83%"
1921,Raphaël Tillie,2.0,-circonscription-indre,EELV,"2,21%"
1922,Dorian da Silva,2.0,-circonscription-indre,Le Centre pour la France,"1,62%"
1923,Hugues Foucault,2.0,-circonscription-indre,Parti chrétien démocrate,"1,06%"
1924,Didier Vaidis,2.0,-circonscription-indre,Debout la République,"0,82%"
1925,Catherine Moreau,2.0,-circonscription-indre,Lutte ouvrière,"0,70%"
1926,Norbert Potier,2.0,-circonscription-indre,Communistes,"0,57%"
1927,Thierry Rouhart,2.0,-circonscription-indre,NPA,"0,43%"
1928,Jean-Patrick Gille,1.0,-circonscription-indre-et-loire,Parti socialiste,"41,69%"
1929,Guillaume Peltier,1.0,-circonscription-indre-et-loire,UMP,"28,65%"
1930,Fabien-Emmanuel Poussard,1.0,-circonscription-indre-et-loire,Rassemblement bleu Marine,"7,65%"
1931,Josette Blanchet,1.0,-circonscription-indre-et-loire,Front de gauche,"6,11%"
1932,Caroline Larpent,1.0,-circonscription-indre-et-loire,EELV,"4,72%"
1933,Thibault Coulon,1.0,-circonscription-indre-et-loire,Divers droite,"4,59%"
1934,Fanny Siouville,1.0,-circonscription-indre-et-loire,Le Centre pour la France,"2,29%"
1935,Christophe Bouchet,1.0,-circonscription-indre-et-loire,Parti radical valoisien,"1,62%"
1936,Nathalie Cornet,1.0,-circonscription-indre-et-loire,Alliance écologiste indépendante,"0,73%"
1937,Munia Ewanjé-Epée,1.0,-circonscription-indre-et-loire,NPA,"0,71%"
1938,Anne Brunet,1.0,-circonscription-indre-et-loire,Lutte ouvrière,"0,51%"
1939,Jean-Jacques Rives,1.0,-circonscription-indre-et-loire,Debout la République,"0,48%"
1940,Julie Moreau,1.0,-circonscription-indre-et-loire,Alliance royale,"0,17%"
1941,Adrien Gaumé,1.0,-circonscription-indre-et-loire,Parti des objecteurs de croissance,"0,07%"
1942,Claude Greff,2.0,-circonscription-indre-et-loire,UMP,"37,60%"
1943,Christophe Rossignol,2.0,-circonscription-indre-et-loire,EELV,"25,49%"
1944,Isabelle Gaudron,2.0,-circonscription-indre-et-loire,Divers gauche,"14,72%"
1945,Gilles Godefroy,2.0,-circonscription-indre-et-loire,Rassemblement bleu Marine,"11,89%"
1946,Michel Cosnier,2.0,-circonscription-indre-et-loire,Front de gauche,"6,41%"
1947,Gerard Guertin,2.0,-circonscription-indre-et-loire,Parti radical de gauche,"0,84%"
1948,Bernadette Lefort,2.0,-circonscription-indre-et-loire,Debout la République,"0,70%"
1949,Alexis Lamoureux,2.0,-circonscription-indre-et-loire,Sans étiquette,"0,58%"
1950,Delphine Laubu,2.0,-circonscription-indre-et-loire,NPA,"0,48%"
1951,Catherine Rudeaut,2.0,-circonscription-indre-et-loire,Lutte ouvrière,"0,47%"
1952,Alexis Deprau,2.0,-circonscription-indre-et-loire,CNIP,"0,37%"
1953,Paul Olivier,2.0,-circonscription-indre-et-loire,Parti ouvrier indépendant,"0,35%"
1954,Josette Constant,2.0,-circonscription-indre-et-loire,Alliance Royale,"0,09%"
1955,Marisol Touraine,3.0,-circonscription-indre-et-loire,Parti socialiste,"44,76%"
1956,Jacques Barbier,3.0,-circonscription-indre-et-loire,UMP,"23,62%"
1957,Catherine Costa,3.0,-circonscription-indre-et-loire,Rassemblement bleu Marine,"11,83%"
1958,Gérard Hénault,3.0,-circonscription-indre-et-loire,Nouveau centre,"7,76%"
1959,Martine Belnoue,3.0,-circonscription-indre-et-loire,Front de gauche,"5,31%"
1960,Mathilde Gralepois,3.0,-circonscription-indre-et-loire,EELV,"2,09%"
1961,Pascale Tremblay,3.0,-circonscription-indre-et-loire,Le Centre pour la France,"1,64%"
1962,Marie-Pierre Hage,3.0,-circonscription-indre-et-loire,Alliance écologiste indépendante,"0,66%"
1963,Jeannine Le Du,3.0,-circonscription-indre-et-loire,Debout la République,"0,59%"
1964,Caroline Desbois,3.0,-circonscription-indre-et-loire,"
									Union pour la France									","0,49%"
1965,Patrick Bourbon,3.0,-circonscription-indre-et-loire,NPA,"0,45%"
1966,Thomas Jouhannaud,3.0,-circonscription-indre-et-loire,Lutte ouvrière,"0,32%"
1967,Claire Delore,3.0,-circonscription-indre-et-loire,Parti ouvrier indépendant,"0,29%"
1968,Robert Leschevin de Prévoisin,3.0,-circonscription-indre-et-loire,Alliance royale,"0,21%"
1969,Laurent Baumel,4.0,-circonscription-indre-et-loire,Parti socialiste,"39,65%"
1970,Hervé Novelli,4.0,-circonscription-indre-et-loire,UMP,"35,93%"
1971,Emilie Thélot,4.0,-circonscription-indre-et-loire,Rassemblement bleu Marine,"11,40%"
