,Candidat,Circ,Departement,Parti,Score
4060,Charlène Dorier,2.0,-circonscription-saone-et-loire,Debout la République,"1,20%"
4061,Johanne Morel,2.0,-circonscription-saone-et-loire,Lutte ouvrière,"0,68%"
4062,Philippe Baumel,3.0,-circonscription-saone-et-loire,Parti socialiste,"36,57%"
4063,Jean-Paul Anciaux,3.0,-circonscription-saone-et-loire,UMP,"32,24%"
4064,Estelle Arnal,3.0,-circonscription-saone-et-loire,Rassemblement bleu Marine,"16,13%"
4065,Rémy Rebeyrotte,3.0,-circonscription-saone-et-loire,Divers gauche,"7,38%"
4066,Serge Desbrosses,3.0,-circonscription-saone-et-loire,Front de gauche,"3,44%"
4067,François Lotteau,3.0,-circonscription-saone-et-loire,EELV,"3,11%"
4068,Marie-Christine Dubois,3.0,-circonscription-saone-et-loire,NPA,"0,74%"
4069,Simonne Pallant,3.0,-circonscription-saone-et-loire,Lutte ouvrière,"0,39%"
4070,Cécile Untermaier,4.0,-circonscription-saone-et-loire,Parti socialiste,"37,78%"
4071,Arnaud Danjean,4.0,-circonscription-saone-et-loire,UMP,"31,55%"
4072,Alain Quequin,4.0,-circonscription-saone-et-loire,Rassemblement bleu Marine,"14,57%"
4073,Eric Michoux,4.0,-circonscription-saone-et-loire,Divers droite,"7,70%"
4074,Isabelle Pirat,4.0,-circonscription-saone-et-loire,Front de gauche,"4,26%"
4075,Marie-Claude Colin-Cordier,4.0,-circonscription-saone-et-loire,EELV,"2,20%"
4076,Maxime Thiébaut,4.0,-circonscription-saone-et-loire,Debout la République,"1,30%"
4077,Pascal Dussauge,4.0,-circonscription-saone-et-loire,Lutte ouvrière,"0,64%"
4078,Christophe Sirugue,5.0,-circonscription-saone-et-loire,Parti socialiste,"44,82%"
4079,Isabelle Dechaume,5.0,-circonscription-saone-et-loire,Parti radical valoisien,"23,53%"
4080,Christian Launay,5.0,-circonscription-saone-et-loire,Rassemblement bleu Marine,"17,60%"
4081,Jacky Dubois,5.0,-circonscription-saone-et-loire,Front de gauche,"5,69%"
4082,Karine Delorme,5.0,-circonscription-saone-et-loire,Alliance centriste,"3,53%"
4083,Abdoulkader Atteye,5.0,-circonscription-saone-et-loire,EELV,"2,43%"
4084,Jean-Paul Villette,5.0,-circonscription-saone-et-loire,Parti ouvrier indépendant,"0,65%"
4085,Lucienne Soulier,5.0,-circonscription-saone-et-loire,Alliance écologiste indépendante,"0,62%"
4086,Pascal Dufraigne,5.0,-circonscription-saone-et-loire,Lutte ouvrière,"0,61%"
4087,Anne Nieddu,5.0,-circonscription-saone-et-loire,NPA,"0,51%"
4088,Françoise Dubois,1.0,-circonscription-sarthe,Parti socialiste,"39,26%"
4089,Fabienne Labrette-Ménager,1.0,-circonscription-sarthe,UMP,"37,79%"
4090,Jean-François Le Gras,1.0,-circonscription-sarthe,Rassemblement bleu Marine,"10,60%"
4091,Thierry Samain,1.0,-circonscription-sarthe,Front de gauche,"3,89%"
4092,Catherine Gouhier,1.0,-circonscription-sarthe,EELV,"3,46%"
4093,Guy Robert,1.0,-circonscription-sarthe,Le Centre pour la France,"1,96%"
4094,Gérard Couvert,1.0,-circonscription-sarthe,Divers droite,"0,74%"
4095,Jean-Louis Fontaine,1.0,-circonscription-sarthe,Alliance écologiste indépendante,"0,66%"
4096,Isabelle Horen,1.0,-circonscription-sarthe,MPF,"0,58%"
4097,Ambre Combes,1.0,-circonscription-sarthe,NPA,"0,53%"
4098,Sylvie Maillet,1.0,-circonscription-sarthe,Lutte ouvrière,"0,51%"
4099,Marietta Karamanli,2.0,-circonscription-sarthe,Parti socialiste,"48,15%"
4100,Philippe Métivier,2.0,-circonscription-sarthe,UMP,"23,97%"
4101,Marie d'Herbais,2.0,-circonscription-sarthe,Rassemblement bleu Marine,"13,52%"
4102,Pascale Soulard,2.0,-circonscription-sarthe,Front de gauche,"5,55%"
4103,Rémy Batiot,2.0,-circonscription-sarthe,EELV,"2,79%"
4104,François Le Forestier,2.0,-circonscription-sarthe,Divers droite,"1,76%"
4105,Didier Fouché,2.0,-circonscription-sarthe,Parti ouvrier indépendant,"1,11%"
4106,Martine Roulland,2.0,-circonscription-sarthe,Parti radical valoisien,"0,87%"
4107,André Dovillez,2.0,-circonscription-sarthe,MNR,"0,69%"
4108,Nelly Guet,2.0,-circonscription-sarthe,Nouveau centre,"0,66%"
4109,Yves Cheere,2.0,-circonscription-sarthe,Lutte ouvrière,"0,55%"
4110,Benjamin Sainty,2.0,-circonscription-sarthe,NPA,"0,38%"
4111,Béatrice Pavy-Morançais,3.0,-circonscription-sarthe,UMP,"33,60%"
4112,Guy-Michel Chauveau,3.0,-circonscription-sarthe,Divers gauche,"29,06%"
4113,Thierry Pradier,3.0,-circonscription-sarthe,EELV,"15,43%"
4114,Jean-Claude Barlemont,3.0,-circonscription-sarthe,Rassemblement bleu Marine,"13,42%"
4115,Sonia Hertz,3.0,-circonscription-sarthe,Front de gauche,"4,07%"
4116,Loïc Bardin,3.0,-circonscription-sarthe,Alliance centriste,"1,71%"
4117,Isabelle Perrot,3.0,-circonscription-sarthe,Divers droite,"0,94%"
4118,Thomas Hubert,3.0,-circonscription-sarthe,Lutte ouvrière,"0,75%"
4119,Jean-André Senailles,3.0,-circonscription-sarthe,MPF,"0,70%"
4120,Dinah Thommeret,3.0,-circonscription-sarthe,NPA,"0,32%"
4121,Stéphane Le Foll,4.0,-circonscription-sarthe,Parti socialiste,"46,01%"
4122,Marc Joulaud,4.0,-circonscription-sarthe,UMP,"31,67%"
4123,Henri Delaune,4.0,-circonscription-sarthe,Rassemblement bleu Marine,"11,77%"
4124,Chantal Hersemeule,4.0,-circonscription-sarthe,Front de gauche,"4,51%"
4125,Isabelle Sévère,4.0,-circonscription-sarthe,EELV,"2,82%"
4126,Cécile Guillocher,4.0,-circonscription-sarthe,Le Centre pour la France,"1,55%"
4127,Michèle Rabard-Jezequel,4.0,-circonscription-sarthe,Divers droite,"0,71%"
4128,Thierry Nouchy,4.0,-circonscription-sarthe,Lutte ouvrière,"0,56%"
4129,Antoine Chauvel,4.0,-circonscription-sarthe,NPA,"0,41%"
4130,Dominique Le Mèner,5.0,-circonscription-sarthe,UMP,"39,64%"
4131,Christophe Rouillon,5.0,-circonscription-sarthe,Parti socialiste,"38,61%"
4132,Marie-Claude Deotto,5.0,-circonscription-sarthe,Rassemblement bleu Marine,"11,12%"
4133,Luc-Marie Faburel,5.0,-circonscription-sarthe,Front de gauche,"4,79%"
4134,Elen Debost,5.0,-circonscription-sarthe,EELV,"3,16%"
4135,Cécile Bayle de Jessé,5.0,-circonscription-sarthe,Divers droite,"1,20%"
4136,Orianne May,5.0,-circonscription-sarthe,NPA,"0,55%"
4137,Karine Fouquet,5.0,-circonscription-sarthe,Lutte ouvrière,"0,49%"
4138,Marie-Christine Phillips,5.0,-circonscription-sarthe,MPF,"0,45%"
4139,Dominique Dord,1.0,-circonscription-savoie,UMP,"46,02%"
4140,Alain Caraco,1.0,-circonscription-savoie,EELV,"28,79%"
4141,Véronique Jeanne Drapeau,1.0,-circonscription-savoie,Rassemblement bleu Marine,"15,45%"
4142,Brigitte ANdreys,1.0,-circonscription-savoie,Front de gauche,"5,02%"
4143,Frédéric Exertier,1.0,-circonscription-savoie,MHAN,"1,38%"
4144,Myriam Combet,1.0,-circonscription-savoie,NPA,"1,05%"
4145,Laurent Levrot,1.0,-circonscription-savoie,Alliance écologiste indépendante,"1,02%"
4146,Magalie Perriau,1.0,-circonscription-savoie,MEI,"0,93%"
4147,Françoise Lainez,1.0,-circonscription-savoie,Lutte ouvrière,"0,34%"
4148,Hervé Gaymard,2.0,-circonscription-savoie,UMP,"45,88%"
4149,François Rieu,2.0,-circonscription-savoie,Parti socialiste,"26,63%"
4150,Robert Bonnet-Ligeon,2.0,-circonscription-savoie,Rassemblement bleu Marine,"13,32%"
4151,Henri Morandini,2.0,-circonscription-savoie,Front de gauche,"7,02%"
4152,Yves Paccalet,2.0,-circonscription-savoie,EELV,"5,53%"
4153,Thierry Bardagi,2.0,-circonscription-savoie,Alliance écologiste indépendante,"0,67%"
4154,Oriane Champanhet,2.0,-circonscription-savoie,NPA,"0,64%"
4155,Alexandre Demeure,2.0,-circonscription-savoie,Lutte ouvrière,"0,30%"
4156,Béatrice Santais,3.0,-circonscription-savoie,Parti socialiste,"37,26%"
4157,Pierre-Marie Charvoz,3.0,-circonscription-savoie,Divers droite,"32,73%"
4158,Eric Marmillon,3.0,-circonscription-savoie,Rassemblement bleu Marine,"16,06%"
4159,Christiane Lehmann,3.0,-circonscription-savoie,Front de gauche,"6,71%"
4160,Béatrice Faure,3.0,-circonscription-savoie,EELV,"3,80%"
4161,Albane Vaudron,3.0,-circonscription-savoie,Debout la République,"1,39%"
4162,Ghislaine Socquet-Juglard,3.0,-circonscription-savoie,Alliance écologiste indépendante,"0,97%"
4163,Régis Moulard,3.0,-circonscription-savoie,Les Alternatifs,"0,63%"
4164,Pascale Trouvé,3.0,-circonscription-savoie,Lutte ouvrière,"0,39%"
4165,William Larrieu,3.0,-circonscription-savoie,Parti pirate,"0,04%"
4166,Bernadette Laclais,4.0,-circonscription-savoie,Parti socialiste,"39,62%"
4167,Christiane Brunet,4.0,-circonscription-savoie,Divers droite,"27,78%"
4168,Joëlle Regairaz,4.0,-circonscription-savoie,Rassemblement bleu Marine,"14,86%"
4169,Jean-Claude Bernard,4.0,-circonscription-savoie,Front de gauche,"6,80%"
4170,Carole Plassiard-Brunet,4.0,-circonscription-savoie,EELV,"5,34%"
4171,Patrice Abeille,4.0,-circonscription-savoie,Ligue savoisienne,"1,57%"
4172,Laurent Ripart,4.0,-circonscription-savoie,NPA,"1,09%"
4173,Mireille Bouvier,4.0,-circonscription-savoie,MHAN,"1,02%"
4174,Jean-Marc Vignoli,4.0,-circonscription-savoie,Alliance écologiste indépendante,"0,69%"
4175,Vincent Spehner,4.0,-circonscription-savoie,Parti pirate,"0,55%"
4176,Renée Laurent,4.0,-circonscription-savoie,Parti ouvrier indépendant,"0,35%"
4177,Elisabeth Thomas,4.0,-circonscription-savoie,Lutte ouvrière,"0,32%"
4178,Bernard Accoyer,1.0,-circonscription-haute-savoie,UMP,"43,45%"
4179,Christian Jeantet,1.0,-circonscription-haute-savoie,Parti socialiste,"31,30%"
4180,André Adobati,1.0,-circonscription-haute-savoie,Rassemblement bleu Marine,"12,56%"
4181,Claude Comet,1.0,-circonscription-haute-savoie,EELV,"5,11%"
4182,Eliane Chazal-Vindret,1.0,-circonscription-haute-savoie,Front de gauche,"3,16%"
4183,Raphaël Gallet,1.0,-circonscription-haute-savoie,Debout la République,"1,45%"
4184,Stéphane Gogibus,1.0,-circonscription-haute-savoie,MHAN,"1,00%"
4185,Sylvain Socquet-Juglard,1.0,-circonscription-haute-savoie,Alliance écologiste indépendante,"0,64%"
4186,Hamdy Boussouiba,1.0,-circonscription-haute-savoie,MEI,"0,59%"
4187,Bethsabée Lunel,1.0,-circonscription-haute-savoie,NPA,"0,41%"
4188,Jean-Paul Macé,1.0,-circonscription-haute-savoie,Lutte ouvrière,"0,33%"
4189,Lionel Tardy,2.0,-circonscription-haute-savoie,UMP,"41,72%"
4190,Denis Duperthuy,2.0,-circonscription-haute-savoie,Parti socialiste,"29,34%"
4191,Claude Biesse,2.0,-circonscription-haute-savoie,Rassemblement bleu Marine,"12,63%"
4192,François Astorg,2.0,-circonscription-haute-savoie,EELV,"5,07%"
4193,Nathalie Hiraux,2.0,-circonscription-haute-savoie,Front de gauche,"3,67%"
4194,Laurent Viotto,2.0,-circonscription-haute-savoie,Le Centre pour la France,"3,24%"
4195,Nadia Chaumeton,2.0,-circonscription-haute-savoie,La France en action,"1,10%"
4196,Quentin Fromaget,2.0,-circonscription-haute-savoie,Debout la République,"0,91%"
4197,Claude Baudouin,2.0,-circonscription-haute-savoie,Alliance écologiste indépendante,"0,80%"
4198,Philippe Métral-Boffod,2.0,-circonscription-haute-savoie,NPA,"0,74%"
4199,Jean-Pierre Dagand,2.0,-circonscription-haute-savoie,Parti ouvrier indépendant,"0,44%"
4200,Jacques Mattei,2.0,-circonscription-haute-savoie,Lutte ouvrière,"0,35%"
4201,Martial Saddier,3.0,-circonscription-haute-savoie,UMP,"35,61%"
4202,Gilbert Saillet,3.0,-circonscription-haute-savoie,EELV,"27,13%"
4203,Katia Terras,3.0,-circonscription-haute-savoie,Rassemblement bleu Marine,"14,32%"
4204,Jean-Luc Arcade,3.0,-circonscription-haute-savoie,Parti radical valoisien,"8,30%"
4205,Jean-Marc Bouchet,3.0,-circonscription-haute-savoie,Divers droite,"5,55%"
4206,Roland Pourraz,3.0,-circonscription-haute-savoie,Front de gauche,"4,24%"
4207,Joseph Grillet,3.0,-circonscription-haute-savoie,MEI,"1,36%"
4208,Nathalie Morel,3.0,-circonscription-haute-savoie,Alliance écologiste indépendante,"1,29%"
4209,Olivia Giorgio,3.0,-circonscription-haute-savoie,Debout la République,"1,11%"
4210,Claude Badet,3.0,-circonscription-haute-savoie,NPA,"0,54%"
4211,François Chagniot,3.0,-circonscription-haute-savoie,Parti ouvrier indépendant,"0,28%"
4212,Raphaël Ponsard,3.0,-circonscription-haute-savoie,Lutte ouvrière,"0,26%"
4213,Virginie Duby-Muller,4.0,-circonscription-haute-savoie,UMP,"31,39%"
4214,Guillaume Mathelier,4.0,-circonscription-haute-savoie,Parti socialiste,"28,63%"
4215,Anne Bardoux,4.0,-circonscription-haute-savoie,Rassemblement bleu Marine,"14,09%"
4216,Antoine Vielliard,4.0,-circonscription-haute-savoie,Le Centre pour la France,"8,81%"
4217,Claude Deffaugt,4.0,-circonscription-haute-savoie,Divers droite,"6,31%"
4218,Catherine Walthert-Selosse,4.0,-circonscription-haute-savoie,EELV,"4,49%"
4219,Daniel Richard,4.0,-circonscription-haute-savoie,Front de gauche,"3,66%"
4220,Jean-Luc Passaro,4.0,-circonscription-haute-savoie,Le Trèfle,"0,85%"
4221,Maurice Megevand,4.0,-circonscription-haute-savoie,Divers droite,"0,78%"
4222,Christian Curdy,4.0,-circonscription-haute-savoie,MEI,"0,63%"
4223,Catherine Derrien,4.0,-circonscription-haute-savoie,Lutte ouvrière,"0,37%"
4224,Pascale Escoubes,5.0,-circonscription-haute-savoie,Parti socialiste,"28,66%"
4225,Marc Francina,5.0,-circonscription-haute-savoie,UMP,"28,66%"
4226,Astrid Baud-Roche,5.0,-circonscription-haute-savoie,Divers droite,"15,04%"
4227,Patrick Chevallay,5.0,-circonscription-haute-savoie,Rassemblement bleu Marine,"11,51%"
4228,Jean-Christophe Bernaz,5.0,-circonscription-haute-savoie,Sans étiquette,"5,59%"
4229,Odile Rouffignac,5.0,-circonscription-haute-savoie,Front de gauche,"3,48%"
4230,Emilie Delbays-Atge,5.0,-circonscription-haute-savoie,EELV,"2,82%"
4231,Jean-Paul Frison-Roche,5.0,-circonscription-haute-savoie,MNR,"0,90%"
4232,Laurent Negro,5.0,-circonscription-haute-savoie,Sans étiquette,"0,89%"
4233,Franck Gossmann,5.0,-circonscription-haute-savoie,Alliance écologiste indépendante,"0,60%"
4234,Marie-Pierre Facchinetti,5.0,-circonscription-haute-savoie,MEI,"0,53%"
4235,Loïc Le Floch-Fahem,5.0,-circonscription-haute-savoie,Debout la République,"0,49%"
4236,Martine Morel-Sawalich,5.0,-circonscription-haute-savoie,Parti républicain chrétien,"0,45%"
4237,Christine Pessah,5.0,-circonscription-haute-savoie,Lutte ouvrière,"0,36%"
4238,Marie-France Marcos,6.0,-circonscription-haute-savoie,Parti radical de gauche,"22,63%"
4239,Sophie Dion,6.0,-circonscription-haute-savoie,UMP,"22,44%"
4240,Dominique Martin,6.0,-circonscription-haute-savoie,Rassemblement bleu Marine,"14,55%"
4241,Georges Morand,6.0,-circonscription-haute-savoie,Divers droite,"11,19%"
4242,Jean-Marc Peillex,6.0,-circonscription-haute-savoie,Parti radical valoisien,"10,70%"
4243,Loic Hervé,6.0,-circonscription-haute-savoie,Nouveau centre,"5,76%"
4244,Gilbert Perrin,6.0,-circonscription-haute-savoie,Front de gauche,"4,67%"
4245,Philippe Deparis,6.0,-circonscription-haute-savoie,Divers droite,"3,50%"
4246,Alain Burtin,6.0,-circonscription-haute-savoie,Ligue savoisienne,"1,40%"
4247,Corinne Baro,6.0,-circonscription-haute-savoie,MEI,"1,24%"
4248,Elsa Rinck,6.0,-circonscription-haute-savoie,Sans étiquette,"1,24%"
4249,Denise Gomez,6.0,-circonscription-haute-savoie,Lutte ouvrière,"0,34%"
4250,Romain Fromaget,6.0,-circonscription-haute-savoie,Debout la République,"0,34%"
4251,Pierre Lellouche,1.0,-circonscription-paris,UMP,"41,32%"
4252,Claire Morel,1.0,-circonscription-paris,Parti socialiste,"34,07%"
4253,Jacques Boutault,1.0,-circonscription-paris,EELV,"6,05%"
4254,Annie Thierry,1.0,-circonscription-paris,Rassemblement bleu Marine,"4,53%"
4255,Anne Sabourin,1.0,-circonscription-paris,Front de gauche,"3,36%"
4256,Sandra Fellous,1.0,-circonscription-paris,Le Centre pour la France,"3,22%"
4257,Lynda Asmani,1.0,-circonscription-paris,Alliance centriste,"2,20%"
4258,Marc Pacheco,1.0,-circonscription-paris,Divers droite,"1,87%"
4259,Jean-Paul Truxillo,1.0,-circonscription-paris,Parti pirate,"0,86%"
4260,Bruno North,1.0,-circonscription-paris,CNIP,"0,81%"
4261,Grégory Berthault,1.0,-circonscription-paris,Alliance écologiste indépendante,"0,64%"
4262,Jacqueline Nizet,1.0,-circonscription-paris,Divers droite,"0,48%"
4263,Charles Aissani,1.0,-circonscription-paris,Sans étiquette,"0,39%"
4264,Laurence Boulinier,1.0,-circonscription-paris,Lutte ouvrière,"0,20%"
4265,Philippe Respaut,1.0,-circonscription-paris,Rassemblement d,"0,01%"
4266,François Fillon,2.0,-circonscription-paris,UMP,"48,62%"
4267,Axel Kahn,2.0,-circonscription-paris,Parti socialiste,"33,88%"
4268,Laurent Audouin,2.0,-circonscription-paris,EELV,"4,14%"
4269,Marc Le Tanneur,2.0,-circonscription-paris,Rassemblement bleu Marine,"3,93%"
4270,Amar Bellal,2.0,-circonscription-paris,Front de gauche,"3,51%"
4271,Anne-Sophie Godfroy-Genin,2.0,-circonscription-paris,Le Centre pour la France,"2,68%"
4272,Véronique Bover-Sayous,2.0,-circonscription-paris,Parti pirate,"0,81%"
4273,Alix Fourier,2.0,-circonscription-paris,Parti chrétien démocrate,"0,75%"
4274,Chantal Cottet,2.0,-circonscription-paris,Rassemblement d,"0,34%"
4275,Guillaume Lance,2.0,-circonscription-paris,Debout la République,"0,33%"
4276,Christophe Darmangeat,2.0,-circonscription-paris,Lutte ouvrière,"0,25%"
4277,Stella Rebot,2.0,-circonscription-paris,Divers droite,"0,22%"
4278,Gilles Moisan de Kerbino,2.0,-circonscription-paris,Alliance royale,"0,22%"
4279,Yvan Blot,2.0,-circonscription-paris,Rassemblement pour l,"0,17%"
4280,Farid Debah,2.0,-circonscription-paris,Alliance écologiste indépendante,"0,09%"
4281,Nicolas Rousseaux,2.0,-circonscription-paris,Divers droite,"0,06%"
4282,Clément Deflandre,2.0,-circonscription-paris,Divers gauche,"0,00%"
4283,Lassina Traoré,2.0,-circonscription-paris,Sans étiquette,"0,00%"
4284,Annick Lepetit,3.0,-circonscription-paris,Parti socialiste,"44,74%"
4285,Valérie Paparemborde,3.0,-circonscription-paris,UMP,"30,21%"
4286,Catherine Cremoux,3.0,-circonscription-paris,Rassemblement bleu Marine,"6,17%"
4287,Agnès Michel,3.0,-circonscription-paris,EELV,"5,95%"
4288,Frédérique Laizet,3.0,-circonscription-paris,Front de gauche,"5,30%"
4289,Thierry Coudert,3.0,-circonscription-paris,Le Centre pour la France,"3,31%"
4290,Philippe Boulland,3.0,-circonscription-paris,Parti chrétien démocrate,"0,92%"
4291,Marc Augustin,3.0,-circonscription-paris,Nouveau centre,"0,84%"
4292,Agnès de la Ferrière,3.0,-circonscription-paris,Debout la République,"0,76%"
4293,Rahma Ghermaoui,3.0,-circonscription-paris,Alliance écologiste indépendante,"0,55%"
4294,Aurélie Philibert,3.0,-circonscription-paris,NPA,"0,47%"
4295,Sophie Robin,3.0,-circonscription-paris,Lutte ouvrière,"0,38%"
4296,Thierry André,3.0,-circonscription-paris,Alliance royale,"0,23%"
4297,Matthias Huberschwiller,3.0,-circonscription-paris,Divers droite,"0,20%"
4298,Bernard Debré,4.0,-circonscription-paris,UMP,"45,07%"
4299,Brigitte Kuster,4.0,-circonscription-paris,Divers droite,"23,01%"
4300,Agnès Pannier,4.0,-circonscription-paris,Parti socialiste,"17,71%"
4301,Jean Mairey,4.0,-circonscription-paris,Rassemblement bleu Marine,"5,14%"
4302,Martine Le Gall,4.0,-circonscription-paris,Le Centre pour la France,"2,20%"
4303,Isabelle Faugeras,4.0,-circonscription-paris,EELV,"2,01%"
4304,Fabienne Dos Santos,4.0,-circonscription-paris,Front de gauche,"1,30%"
4305,Amaury Derville,4.0,-circonscription-paris,Parti chrétien démocrate,"0,98%"
4306,Alexis Kraland,4.0,-circonscription-paris,Parti pirate,"0,64%"
4307,Laurence Petit,4.0,-circonscription-paris,Divers droite,"0,50%"
4308,Laurent Bolac,4.0,-circonscription-paris,Debout la République,"0,45%"
4309,Pascal-Jean Gimenez,4.0,-circonscription-paris,Alliance écologiste indépendante,"0,34%"
4310,Patrick de Villenoisy,4.0,-circonscription-paris,Alliance royale,"0,27%"
4311,Bernard Atlan,4.0,-circonscription-paris,Divers droite,"0,23%"
4312,Pierre Lévenard,4.0,-circonscription-paris,Lutte ouvrière,"0,12%"
4313,Marie-Laure Bach,4.0,-circonscription-paris,Sans étiquette,"0,06%"
4314,Seybah Dagoma,5.0,-circonscription-paris,Parti socialiste,"43,60%"
4315,Benjamin Lancar,5.0,-circonscription-paris,UMP,"21,30%"
4316,Martine Billard,5.0,-circonscription-paris,Front de gauche,"13,01%"
4317,Anne Souyris,5.0,-circonscription-paris,EELV,"8,60%"
4318,Loris Pruvot,5.0,-circonscription-paris,Le Centre pour la France,"4,86%"
4319,Jean-Baptiste Marly,5.0,-circonscription-paris,Rassemblement bleu Marine,"4,80%"
4320,Olga Johnson,5.0,-circonscription-paris,Parti radical valoisien,"0,69%"
4321,Thomas Samain,5.0,-circonscription-paris,CAP21,"0,68%"
4322,Mickaël Ferraz,5.0,-circonscription-paris,Sans étiquette,"0,51%"
4323,Isabelle Foucher,5.0,-circonscription-paris,NPA,"0,47%"
4324,Serge Federbusch,5.0,-circonscription-paris,Divers droite,"0,47%"
4325,Gaspard Delanoë,5.0,-circonscription-paris,"
									Parti faire un tour									","0,43%"
4326,Monique Dabat,5.0,-circonscription-paris,Lutte ouvrière,"0,34%"
4327,Abel Boyi-Banga,5.0,-circonscription-paris,Parti chrétien démocrate,"0,21%"
4328,Jeannine Sisti,5.0,-circonscription-paris,Divers gauche,"0,03%"
4329,Cécile Duflot,6.0,-circonscription-paris,EELV,"48,74%"
4330,Jack-Yves Bohbot,6.0,-circonscription-paris,UMP,"18,30%"
4331,Danielle Simonnet,6.0,-circonscription-paris,Front de gauche,"16,29%"
4332,François Vial,6.0,-circonscription-paris,Rassemblement bleu Marine,"4,94%"
4333,Sylvie Mamy,6.0,-circonscription-paris,Le Centre pour la France,"2,94%"
4334,Thomas Watanabe-Vermorel,6.0,-circonscription-paris,Parti pirate,"1,24%"
4335,Sylvain Guy,6.0,-circonscription-paris,MUP,"1,12%"
4336,Hervé Naillon,6.0,-circonscription-paris,CAP21,"0,96%"
4337,Monique Bourgoin,6.0,-circonscription-paris,Alliance centriste,"0,90%"
4338,Guy Deffeyes,6.0,-circonscription-paris,Alliance écologiste indépendante,"0,89%"
4339,Muriel Loubet,6.0,-circonscription-paris,Debout la République,"0,80%"
4340,Lydia Guirous,6.0,-circonscription-paris,Parti radical valoisien,"0,77%"
4341,Sylviane Charles,6.0,-circonscription-paris,NPA,"0,71%"
4342,Jean-Louis Gaillard,6.0,-circonscription-paris,Lutte ouvrière,"0,41%"
4343,Régis Rolles,6.0,-circonscription-paris,Sans étiquette,"0,40%"
4344,Roger Domard,6.0,-circonscription-paris,Communistes,"0,18%"
4345,Carole Borensztein,6.0,-circonscription-paris,Divers droite,"0,17%"
4346,Hubert Marty,6.0,-circonscription-paris,Sans étiquette,"0,17%"
4347,Laurent Baudry,6.0,-circonscription-paris,Sans étiquette,"0,07%"
4348,Patrick Bloche,7.0,-circonscription-paris,Parti socialiste,"46,63%"
4349,Claude-Annick Tissot,7.0,-circonscription-paris,UMP,"23,76%"
4350,Catherine Vieu-Charier,7.0,-circonscription-paris,Front de gauche,"7,47%"
4351,Corine Faugeron,7.0,-circonscription-paris,EELV,"7,36%"
4352,Thiphaine Leost,7.0,-circonscription-paris,Rassemblement bleu Marine,"4,58%"
4353,Jacky Majda,7.0,-circonscription-paris,Le Centre pour la France,"2,63%"
4354,Anne Lebreton,7.0,-circonscription-paris,Parti radical valoisien,"1,45%"
4355,Stéphanie Geisler,7.0,-circonscription-paris,Parti pirate,"0,94%"
4356,Ivan Mouton,7.0,-circonscription-paris,Sans étiquette,"0,68%"
4357,Bruno Moschetto,7.0,-circonscription-paris,MRC,"0,64%"
4358,Christiane Spilman,7.0,-circonscription-paris,Debout la République,"0,57%"
4359,Elisabeth Castel,7.0,-circonscription-paris,Nouveau centre,"0,52%"
4360,Isabelle Laeng Cindy'Lee,7.0,-circonscription-paris,"
									Parti du plaisir									","0,51%"
4361,Eliane Guilleminot,7.0,-circonscription-paris,Alliance écologiste indépendante,"0,48%"
4362,Stéphane Rey,7.0,-circonscription-paris,NPA,"0,38%"
4363,Isabelle Voitier,7.0,-circonscription-paris,Parti chrétien démocrate,"0,33%"
4364,Anne Teurtroy,7.0,-circonscription-paris,Les Alternatifs,"0,32%"
4365,Louis Raynaud,7.0,-circonscription-paris,Parti du vote blanc,"0,30%"
4366,Philippe Marsault,7.0,-circonscription-paris,Lutte ouvrière,"0,25%"
4367,Christiane Chavane,7.0,-circonscription-paris,Divers droite,"0,16%"
4368,Mark Mosio,7.0,-circonscription-paris,Parti des objecteurs de croissance,"0,04%"
4369,Sandrine Mazetier,8.0,-circonscription-paris,Parti socialiste,"42,42%"
4370,Charles Beigbeder,8.0,-circonscription-paris,UMP,"25,75%"
4371,Alexis Corbière,8.0,-circonscription-paris,Front de gauche,"7,79%"
4372,Christian Vauge,8.0,-circonscription-paris,Rassemblement bleu Marine,"6,15%"
4373,Christophe Najdovski,8.0,-circonscription-paris,EELV,"5,26%"
4374,Franck Margain,8.0,-circonscription-paris,Parti chrétien démocrate,"3,80%"
4375,Jean-Marie Taphoureau,8.0,-circonscription-paris,Le Centre pour la France,"3,29%"
4376,Jérôme Micucci,8.0,-circonscription-paris,Parti pirate,"0,84%"
4377,Benjamin Candelon,8.0,-circonscription-paris,MRC,"0,63%"
4378,Clément Vincent,8.0,-circonscription-paris,Debout la République,"0,59%"
4379,Ivan Monème,8.0,-circonscription-paris,Alliance centriste,"0,45%"
4380,Marie-Thérèse Altermath,8.0,-circonscription-paris,Alliance écologiste indépendante,"0,42%"
4381,Yves Roux,8.0,-circonscription-paris,NPA,"0,40%"
4382,Aurélie Jochaud,8.0,-circonscription-paris,Lutte ouvrière,"0,33%"
4383,Jean-François Latour,8.0,-circonscription-paris,Sans étiquette,"0,29%"
4384,Albert Batihe,8.0,-circonscription-paris,"
									 Nouvelle Gouvernance Radicale									","0,28%"
4385,François Damerval,8.0,-circonscription-paris,CAP21,"0,28%"
4386,Marie-José Maubert,8.0,-circonscription-paris,Sans étiquette,"0,25%"
4387,Stéphane Guyot,8.0,-circonscription-paris,Parti du vote blanc,"0,24%"
4388,Philippe Clergeault,8.0,-circonscription-paris,Alliance royale,"0,17%"
