year,Departement,Parti,Score
2017.0,Guyane,D,14.66
2017.0,Guyane,ED,26.06
2017.0,Guyane,EG,31.66
2017.0,Guyane,G,5.7
2017.0,Haut-Rhin,Autre,2.78
2017.0,Haut-Rhin,C,19.76
2017.0,Haut-Rhin,D,22.34
2017.0,Haut-Rhin,ED,34.23
2017.0,Haut-Rhin,EG,16.26
2017.0,Haut-Rhin,G,4.63
2017.0,Haute-Corse,Autre,6.6
2017.0,Haute-Corse,C,19.02
2017.0,Haute-Corse,D,25.44
2017.0,Haute-Corse,ED,29.97
2017.0,Haute-Corse,EG,15.0
2017.0,Haute-Corse,G,3.97
2017.0,Haute-Garonne,Autre,3.02
2017.0,Haute-Garonne,C,26.43
2017.0,Haute-Garonne,D,16.49
2017.0,Haute-Garonne,ED,20.58
2017.0,Haute-Garonne,EG,25.12
2017.0,Haute-Garonne,G,8.37
2017.0,Haute-Loire,Autre,3.18
2017.0,Haute-Loire,C,23.51
2017.0,Haute-Loire,D,18.6
2017.0,Haute-Loire,ED,29.04
2017.0,Haute-Loire,EG,20.34
2017.0,Haute-Loire,G,5.33
2017.0,Haute-Marne,Autre,2.08
2017.0,Haute-Marne,C,18.0
2017.0,Haute-Marne,D,19.12
2017.0,Haute-Marne,ED,39.48
2017.0,Haute-Marne,EG,17.11
2017.0,Haute-Marne,G,4.19
2017.0,Haute-Savoie,Autre,2.53
2017.0,Haute-Savoie,C,24.23
2017.0,Haute-Savoie,D,25.41
2017.0,Haute-Savoie,ED,24.83
2017.0,Haute-Savoie,EG,17.71
2017.0,Haute-Savoie,G,5.27
2017.0,Haute-Sa̫ne,Autre,2.13
2017.0,Haute-Sa̫ne,C,19.59
2017.0,Haute-Sa̫ne,D,18.05
2017.0,Haute-Sa̫ne,ED,37.22
2017.0,Haute-Sa̫ne,EG,18.28
2017.0,Haute-Sa̫ne,G,4.73
2017.0,Haute-Vienne,Autre,2.65
2017.0,Haute-Vienne,C,26.67
2017.0,Haute-Vienne,D,15.6
2017.0,Haute-Vienne,ED,22.66
2017.0,Haute-Vienne,EG,24.68
2017.0,Haute-Vienne,G,7.74
2017.0,Hautes-Alpes,Autre,2.94
2017.0,Hautes-Alpes,C,21.8
2017.0,Hautes-Alpes,D,19.15
2017.0,Hautes-Alpes,ED,26.93
2017.0,Hautes-Alpes,EG,23.3
2017.0,Hautes-Alpes,G,5.88
2017.0,Hautes-Pyr̩n̩es,Autre,5.83
2017.0,Hautes-Pyr̩n̩es,C,25.11
2017.0,Hautes-Pyr̩n̩es,D,14.48
2017.0,Hautes-Pyr̩n̩es,ED,22.78
2017.0,Hautes-Pyr̩n̩es,EG,24.69
2017.0,Hautes-Pyr̩n̩es,G,7.11
2017.0,Hauts-de-Seine,Autre,1.83
2017.0,Hauts-de-Seine,C,32.3
2017.0,Hauts-de-Seine,D,29.14
2017.0,Hauts-de-Seine,ED,10.33
2017.0,Hauts-de-Seine,EG,19.22
2017.0,Hauts-de-Seine,G,7.19
2017.0,H̩rault,Autre,2.43
2017.0,H̩rault,C,20.52
2017.0,H̩rault,D,17.6
2017.0,H̩rault,ED,29.39
2017.0,H̩rault,EG,24.27
2017.0,H̩rault,G,5.77
2017.0,Ille-et-Vilaine,Autre,1.6
2017.0,Ille-et-Vilaine,C,30.26
2017.0,Ille-et-Vilaine,D,19.03
2017.0,Ille-et-Vilaine,ED,18.6
2017.0,Ille-et-Vilaine,EG,21.6
2017.0,Ille-et-Vilaine,G,8.91
2017.0,Indre,Autre,2.39
2017.0,Indre,C,20.85
2017.0,Indre,D,19.46
2017.0,Indre,ED,29.91
2017.0,Indre,EG,21.45
2017.0,Indre,G,5.95
2017.0,Indre-et-Loire,Autre,1.83
2017.0,Indre-et-Loire,C,24.47
2017.0,Indre-et-Loire,D,21.24
2017.0,Indre-et-Loire,ED,24.41
2017.0,Indre-et-Loire,EG,21.32
2017.0,Indre-et-Loire,G,6.74
2017.0,Is̬re,Autre,2.15
2017.0,Is̬re,C,24.77
2017.0,Is̬re,D,17.05
2017.0,Is̬re,ED,27.43
2017.0,Is̬re,EG,22.02
2017.0,Is̬re,G,6.59
2017.0,Jura,Autre,2.41
2017.0,Jura,C,21.33
2017.0,Jura,D,18.97
2017.0,Jura,ED,29.85
2017.0,Jura,EG,22.37
2017.0,Jura,G,5.07
2017.0,La R̩union,Autre,2.54
2017.0,La R̩union,C,18.91
2017.0,La R̩union,D,17.26
2017.0,La R̩union,ED,26.35
2017.0,La R̩union,EG,27.26
2017.0,La R̩union,G,7.67
2017.0,Landes,Autre,5.15
2017.0,Landes,C,24.63
2017.0,Landes,D,17.13
2017.0,Landes,ED,22.59
2017.0,Landes,EG,21.81
2017.0,Landes,G,8.69
2017.0,Loir-et-Cher,Autre,1.94
2017.0,Loir-et-Cher,C,20.98
2017.0,Loir-et-Cher,D,22.07
2017.0,Loir-et-Cher,ED,31.13
2017.0,Loir-et-Cher,EG,18.23
2017.0,Loir-et-Cher,G,5.66
2017.0,Loire,Autre,2.35
2017.0,Loire,C,23.17
2017.0,Loire,D,18.36
2017.0,Loire,ED,29.88
2017.0,Loire,EG,20.45
2017.0,Loire,G,5.8
2017.0,Loire-Atlantique,Autre,1.67
2017.0,Loire-Atlantique,C,28.66
2017.0,Loire-Atlantique,D,19.68
2017.0,Loire-Atlantique,ED,18.2
2017.0,Loire-Atlantique,EG,23.76
2017.0,Loire-Atlantique,G,8.03
2017.0,Loiret,Autre,1.97
2017.0,Loiret,C,23.48
2017.0,Loiret,D,21.28
2017.0,Loiret,ED,29.47
2017.0,Loiret,EG,18.05
2017.0,Loiret,G,5.75
2017.0,Lot,Autre,3.76
2017.0,Lot,C,26.65
2017.0,Lot,D,16.66
2017.0,Lot,ED,20.24
2017.0,Lot,EG,25.51
2017.0,Lot,G,7.18
2017.0,Lot-et-Garonne,Autre,4.27
2017.0,Lot-et-Garonne,C,20.79
2017.0,Lot-et-Garonne,D,18.44
2017.0,Lot-et-Garonne,ED,30.01
2017.0,Lot-et-Garonne,EG,20.84
2017.0,Lot-et-Garonne,G,5.63
2017.0,Loz̬re,Autre,4.59
2017.0,Loz̬re,C,21.73
2017.0,Loz̬re,D,22.82
2017.0,Loz̬re,ED,23.45
2017.0,Loz̬re,EG,21.73
2017.0,Loz̬re,G,5.68
2017.0,Maine-et-Loire,Autre,1.69
2017.0,Maine-et-Loire,C,26.51
2017.0,Maine-et-Loire,D,23.73
2017.0,Maine-et-Loire,ED,22.5
2017.0,Maine-et-Loire,EG,19.14
2017.0,Maine-et-Loire,G,6.44
2017.0,Manche,Autre,1.73
2017.0,Manche,C,24.86
2017.0,Manche,D,21.6
2017.0,Manche,ED,26.19
2017.0,Manche,EG,19.22
2017.0,Manche,G,6.4
2017.0,Marne,Autre,1.81
2017.0,Marne,C,20.75
2017.0,Marne,D,22.15
2017.0,Marne,ED,33.82
2017.0,Marne,EG,16.8
2017.0,Marne,G,4.66
2017.0,Martinique,Autre,2.43
2017.0,Martinique,C,25.53
2017.0,Martinique,D,16.84
2017.0,Martinique,ED,13.08
2017.0,Martinique,EG,32.37
2017.0,Martinique,G,9.76
2017.0,Mayenne,Autre,1.69
2017.0,Mayenne,C,26.04
2017.0,Mayenne,D,27.06
2017.0,Mayenne,ED,22.51
2017.0,Mayenne,EG,17.01
2017.0,Mayenne,G,5.69
2017.0,Mayotte,Autre,2.27
2017.0,Mayotte,C,19.21
2017.0,Mayotte,D,32.62
2017.0,Mayotte,ED,30.27
2017.0,Mayotte,EG,11.3
2017.0,Mayotte,G,4.33
2017.0,Meurthe-et-Moselle,Autre,1.95
2017.0,Meurthe-et-Moselle,C,22.04
2017.0,Meurthe-et-Moselle,D,16.5
2017.0,Meurthe-et-Moselle,ED,30.95
2017.0,Meurthe-et-Moselle,EG,22.33
2017.0,Meurthe-et-Moselle,G,6.22
2017.0,Meuse,Autre,2.23
2017.0,Meuse,C,19.35
2017.0,Meuse,D,18.02
2017.0,Meuse,ED,38.67
2017.0,Meuse,EG,17.14
2017.0,Meuse,G,4.59
2017.0,Morbihan,Autre,1.91
2017.0,Morbihan,C,27.86
2017.0,Morbihan,D,20.88
2017.0,Morbihan,ED,22.47
2017.0,Morbihan,EG,19.54
2017.0,Morbihan,G,7.33
2017.0,Moselle,Autre,2.31
2017.0,Moselle,C,21.05
2017.0,Moselle,D,17.17
2017.0,Moselle,ED,34.17
2017.0,Moselle,EG,20.03
2017.0,Moselle,G,5.27
2017.0,Ni̬vre,Autre,2.12
2017.0,Ni̬vre,C,22.71
2017.0,Ni̬vre,D,17.25
2017.0,Ni̬vre,ED,30.11
2017.0,Ni̬vre,EG,21.27
2017.0,Ni̬vre,G,6.52
2017.0,Nord,Autre,1.65
2017.0,Nord,C,19.85
2017.0,Nord,D,16.75
2017.0,Nord,ED,33.04
2017.0,Nord,EG,23.06
2017.0,Nord,G,5.65
2017.0,Nouvelle-Cal̩donie,Autre,3.49
2017.0,Nouvelle-Cal̩donie,C,12.75
2017.0,Nouvelle-Cal̩donie,D,31.13
2017.0,Nouvelle-Cal̩donie,ED,31.99
2017.0,Nouvelle-Cal̩donie,EG,11.3
2017.0,Nouvelle-Cal̩donie,G,9.34
2017.0,Oise,Autre,2.04
2017.0,Oise,C,19.8
2017.0,Oise,D,17.54
2017.0,Oise,ED,36.35
2017.0,Oise,EG,19.59
2017.0,Oise,G,4.69
2017.0,Orne,Autre,1.88
2017.0,Orne,C,21.57
2017.0,Orne,D,24.74
2017.0,Orne,ED,29.62
2017.0,Orne,EG,16.98
2017.0,Orne,G,5.21
2017.0,Paris,Autre,1.42
2017.0,Paris,C,34.83
2017.0,Paris,D,26.45
2017.0,Paris,ED,6.66
2017.0,Paris,EG,20.46
2017.0,Paris,G,10.18
2017.0,Pas-de-Calais,Autre,1.53
2017.0,Pas-de-Calais,C,18.45
2017.0,Pas-de-Calais,D,14.29
2017.0,Pas-de-Calais,ED,39.32
2017.0,Pas-de-Calais,EG,21.25
2017.0,Pas-de-Calais,G,5.17
2017.0,Polyn̩sie fran̤aise,Autre,2.45
2017.0,Polyn̩sie fran̤aise,C,14.7
2017.0,Polyn̩sie fran̤aise,D,35.28
2017.0,Polyn̩sie fran̤aise,ED,34.88
2017.0,Polyn̩sie fran̤aise,EG,9.78
2017.0,Polyn̩sie fran̤aise,G,2.91
2017.0,Puy-de-D̫me,Autre,3.09
2017.0,Puy-de-D̫me,C,27.15
2017.0,Puy-de-D̫me,D,16.39
2017.0,Puy-de-D̫me,ED,22.06
2017.0,Puy-de-D̫me,EG,24.08
2017.0,Puy-de-D̫me,G,7.24
2017.0,Pyr̩n̩es-Atlantiques,Autre,8.38
2017.0,Pyr̩n̩es-Atlantiques,C,26.28
2017.0,Pyr̩n̩es-Atlantiques,D,18.16
2017.0,Pyr̩n̩es-Atlantiques,ED,17.46
2017.0,Pyr̩n̩es-Atlantiques,EG,21.98
2017.0,Pyr̩n̩es-Atlantiques,G,7.73
2017.0,Pyr̩n̩es-Orientales,Autre,2.77
2017.0,Pyr̩n̩es-Orientales,C,18.46
2017.0,Pyr̩n̩es-Orientales,D,17.19
2017.0,Pyr̩n̩es-Orientales,ED,33.7
2017.0,Pyr̩n̩es-Orientales,EG,22.83
2017.0,Pyr̩n̩es-Orientales,G,5.04
2017.0,Rh̫ne,Autre,1.94
2017.0,Rh̫ne,C,26.58
2017.0,Rh̫ne,D,23.16
2017.0,Rh̫ne,ED,20.59
2017.0,Rh̫ne,EG,20.96
2017.0,Rh̫ne,G,6.76
2017.0,Saint-Martin/Saint-Barth̩lemy,Autre,2.51
2017.0,Saint-Martin/Saint-Barth̩lemy,C,19.99
2017.0,Saint-Martin/Saint-Barth̩lemy,D,32.02
2017.0,Saint-Martin/Saint-Barth̩lemy,ED,26.07
2017.0,Saint-Martin/Saint-Barth̩lemy,EG,16.28
2017.0,Saint-Martin/Saint-Barth̩lemy,G,3.14
2017.0,Saint-Pierre-et-Miquelon,Autre,3.76
2017.0,Saint-Pierre-et-Miquelon,C,17.97
2017.0,Saint-Pierre-et-Miquelon,D,9.92
2017.0,Saint-Pierre-et-Miquelon,ED,21.16
2017.0,Saint-Pierre-et-Miquelon,EG,38.94
2017.0,Saint-Pierre-et-Miquelon,G,8.24
2017.0,Sarthe,Autre,1.47
2017.0,Sarthe,C,20.04
2017.0,Sarthe,D,28.61
2017.0,Sarthe,ED,25.04
2017.0,Sarthe,EG,19.5
2017.0,Sarthe,G,5.33
2017.0,Savoie,Autre,2.56
2017.0,Savoie,C,23.13
2017.0,Savoie,D,21.04
2017.0,Savoie,ED,27.37
2017.0,Savoie,EG,20.2
2017.0,Savoie,G,5.69
2017.0,Sa̫ne-et-Loire,Autre,2.0
2017.0,Sa̫ne-et-Loire,C,22.33
2017.0,Sa̫ne-et-Loire,D,19.39
2017.0,Sa̫ne-et-Loire,ED,30.4
2017.0,Sa̫ne-et-Loire,EG,19.7
2017.0,Sa̫ne-et-Loire,G,6.19
2017.0,Seine-Maritime,Autre,1.59
2017.0,Seine-Maritime,C,21.23
2017.0,Seine-Maritime,D,17.24
2017.0,Seine-Maritime,ED,29.71
2017.0,Seine-Maritime,EG,24.19
2017.0,Seine-Maritime,G,6.05
2017.0,Seine-Saint-Denis,Autre,2.39
2017.0,Seine-Saint-Denis,C,24.04
2017.0,Seine-Saint-Denis,D,12.76
2017.0,Seine-Saint-Denis,ED,16.66
2017.0,Seine-Saint-Denis,EG,35.74
2017.0,Seine-Saint-Denis,G,8.41
2017.0,Seine-et-Marne,Autre,2.14
2017.0,Seine-et-Marne,C,23.11
2017.0,Seine-et-Marne,D,17.77
2017.0,Seine-et-Marne,ED,28.95
2017.0,Seine-et-Marne,EG,22.31
2017.0,Seine-et-Marne,G,5.7
2017.0,Somme,Autre,1.63
2017.0,Somme,C,21.75
2017.0,Somme,D,16.22
2017.0,Somme,ED,35.21
2017.0,Somme,EG,20.73
2017.0,Somme,G,4.46
2017.0,Tarn,Autre,4.01
2017.0,Tarn,C,22.14
2017.0,Tarn,D,17.56
2017.0,Tarn,ED,27.31
2017.0,Tarn,EG,22.33
2017.0,Tarn,G,6.64
2017.0,Tarn-et-Garonne,Autre,3.58
2017.0,Tarn-et-Garonne,C,20.65
2017.0,Tarn-et-Garonne,D,17.71
2017.0,Tarn-et-Garonne,ED,31.62
2017.0,Tarn-et-Garonne,EG,20.61
2017.0,Tarn-et-Garonne,G,5.84
2017.0,Territoire de Belfort,Autre,2.47
2017.0,Territoire de Belfort,C,20.64
2017.0,Territoire de Belfort,D,17.7
2017.0,Territoire de Belfort,ED,32.16
2017.0,Territoire de Belfort,EG,21.17
2017.0,Territoire de Belfort,G,5.85
2017.0,Val-d'Oise,Autre,2.32
2017.0,Val-d'Oise,C,25.31
2017.0,Val-d'Oise,D,18.45
2017.0,Val-d'Oise,ED,21.7
2017.0,Val-d'Oise,EG,25.38
2017.0,Val-d'Oise,G,6.84
2017.0,Val-de-Marne,Autre,2.03
2017.0,Val-de-Marne,C,28.33
2017.0,Val-de-Marne,D,20.21
2017.0,Val-de-Marne,ED,15.82
2017.0,Val-de-Marne,EG,25.84
2017.0,Val-de-Marne,G,7.77
2017.0,Var,Autre,2.25
2017.0,Var,C,17.73
2017.0,Var,D,24.87
2017.0,Var,ED,35.19
2017.0,Var,EG,16.51
2017.0,Var,G,3.44
2017.0,Vaucluse,Autre,2.36
2017.0,Vaucluse,C,18.52
2017.0,Vaucluse,D,18.97
2017.0,Vaucluse,ED,35.13
2017.0,Vaucluse,EG,20.7
2017.0,Vaucluse,G,4.31
2017.0,Vend̩e,Autre,1.73
2017.0,Vend̩e,C,26.26
2017.0,Vend̩e,D,25.5
2017.0,Vend̩e,ED,24.31
2017.0,Vend̩e,EG,17.12
2017.0,Vend̩e,G,5.1
2017.0,Vienne,Autre,2.24
2017.0,Vienne,C,24.88
2017.0,Vienne,D,17.96
2017.0,Vienne,ED,24.79
2017.0,Vienne,EG,23.04
2017.0,Vienne,G,7.09
2017.0,Vosges,Autre,2.47
2017.0,Vosges,C,19.86
2017.0,Vosges,D,18.03
2017.0,Vosges,ED,35.65
2017.0,Vosges,EG,19.02
2017.0,Vosges,G,4.96
2017.0,Wallis et Futuna,Autre,1.81
2017.0,Wallis et Futuna,C,30.48
2017.0,Wallis et Futuna,D,28.53
2017.0,Wallis et Futuna,ED,8.59
2017.0,Wallis et Futuna,EG,5.37
2017.0,Wallis et Futuna,G,25.22
2017.0,Yonne,Autre,2.22
2017.0,Yonne,C,19.63
2017.0,Yonne,D,19.91
2017.0,Yonne,ED,34.84
2017.0,Yonne,EG,18.6
2017.0,Yonne,G,4.79
2017.0,Yvelines,Autre,1.96
2017.0,Yvelines,C,28.86
2017.0,Yvelines,D,27.25
2017.0,Yvelines,ED,17.26
2017.0,Yvelines,EG,17.75
2017.0,Yvelines,G,6.93
